Name,Company Name,Telephone,Address,City,State,ZIP,Region,Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,,Region ,#of orders,Percentage,,,,Name,State,Region,Sales Rep,Work Loading,State,Region,,State,Orders,rank ,,
Murry Salley,Blammo Corp,+1 (626) 413-3862,6143 Park Avenue North,Simi Valley,CA,93065,West," 164,946 ",5/17/18,2:48 AM,1,,,,,,,,,,,,,,,,,,,,,
Jefferson Kline,Brown Streak Railroad,+1 (877) 735-5750,1230 Cherry Parkway South,Knoxville,TN,37902,Southeast," 164,824 ",10/20/16,10:31 PM,2,,,,,,,,,,,,,,,,,,,,,
Brigitte Waugh,Contoso Corporation,+1 (427) 454-9328,550 Washington Avenue,Orange,CA,92665,West," 164,727 ",6/21/19,9:18 PM,5,,,,,,,,,,,,,,,,,,,,,
Rubi Cable,Wayne Enterprises,+1 (369) 655-4370,5555 Mill Loop,Dayton,OH,45402,Midwest," 164,530 ",11/3/18,9:39 PM,3,,,,,,,,,,,,,,,,,,,,,
Ann Oconner,Corellian Engineering Corporation,+1 (574) 719-3385,6471 Sixth Loop,Westminster,CO,80021,West," 164,474 ",5/17/15,8:52 AM,3,,,,,,,,,,,,,,,,,,,,,
Denzel Cartwright,Liandri Mining Corporation,+1 (241) 413-2992,7265 First Avenue South,Frisco,TX,75034,Southwest," 163,829 ",9/7/15,12:45 AM,3,,,,,,,,,,,,,,,,,,,,,
Julian Bernard,Blarg Factory,+1 (350) 499-0469,332 Fifth Place South,Indianapolis,IN,46201,Midwest," 163,553 ",6/22/16,11:35 AM,5,,,,,,,,,,,,,,,,,,,,,
Jamie Noe,Onion Pacific Railroad,+1 (720) 647-9546,1479 Grove Row West,Huntsville,AL,35801,Southeast," 163,491 ",10/11/19,6:15 PM,2,,,,,,,,,,,,,,,,,,,,,
Estrella Mayers,Gringotts,+1 (354) 469-0070,4634 Fifth Boulevard SW,Visalia,CA,93277,West," 163,483 ",1/27/20,4:12 AM,3,,,,,,,,,,,,,,,,,,,,,
Adita Mackenzie,Quark Industries,+1 (337) 445-6758,4818 Walnut Alley,Roseville,CA,95661,West," 163,450 ",5/7/20,1:19 AM,8,,,,,,,,,,,,,,,,,,,,,
Meagan Morley,The Hanso Foundation,+1 (914) 028-9279,415 Third Alley South,Plano,TX,75023,Southwest," 163,203 ",1/26/16,1:23 AM,3,,,,,,,,,,,,,,,,,,,,,
Mariana Rossi,Ajax Corporation,+1 (931) 973-8432,9615 Spring Cove,Laredo,TX,78040,Southwest," 162,928 ",1/30/20,3:13 PM,7,,,,,,,,,,,,,,,,,,,,,
Doyle Gladden,Demo Inc.,+1 (913) 383-1116,6293 Main Freeway,Coral Springs,FL,33065,Southeast," 162,466 ",11/18/20,2:39 AM,5,,,,,,,,,,,,,,,,,,,,,
Arther Zarate,Quantum Airlines,+1 (398) 560-1883,6976 Central Alley,Honolulu,HI,96813,West," 162,277 ",1/23/17,8:14 AM,5,,,,,,,,,,,,,,,,,,,,,
Charlize Hite,Minuteman Cafe,+1 (241) 798-7989,93 Market Way,Mesa,AZ,85201,Southwest," 162,215 ",8/18/17,12:30 PM,8,,,,,,,,,,,,,,,,,,,,,
Kailyn Hodgson,TetraCorp,+1 (765) 614-6203,5040 Adams Parkway SW,Bellevue,WA,98005,West," 162,146 ",10/25/20,1:14 PM,7,,,,,,,,,,,,,,,,,,,,,
Luca Rigby,Acme Corp,+1 (406) 718-1045,7620 Broad Street NE,Dallas,TX,75201,Southwest," 162,054 ",9/3/18,4:19 PM,1,,,,,,,,,,,,,,,,,,,,,
Petra Cartwright,Trans Regional Airlines,+1 (974) 420-5211,1805 Church Cove,Shreveport,LA,71101,Southeast," 162,002 ",10/27/20,8:46 AM,1,,,,,,,,,,,,,,,,,,,,,
Anwar Kinsey,Initech,+1 (192) 233-8890,1330 Water Drive,Westminster,CO,80021,West," 161,897 ",6/22/15,3:20 PM,2,,,,,,,,,,,,,,,,,,,,,
Lafayette Lavoie,Powell Motors,+1 (055) 729-3877,2635 Broad Alley,Hollywood,FL,33019,Southeast," 161,433 ",10/1/16,6:13 PM,5,,,,,,,,,,,,,,,,,,,,,
Marvin Horvath,Primatech,+1 (576) 221-3060,7632 Elm Way SE,Los Angeles,CA,90001,West," 161,223 ",1/21/18,7:16 PM,8,,,,,,,,,,,,,,,,,,,,,
Arlie Aponte,Wayne Enterprises,+1 (309) 534-7056,3652 Eighth Cove,Hampton,VA,23651,Southeast," 160,945 ",1/23/16,7:22 PM,1,,,,,,,,,,,,,,,,,,,,,
Gwydion Duke,QuantCo,+1 (727) 800-4045,8766 Mill Court South,Overland Park,KS,66204,Midwest," 160,908 ",6/18/19,3:42 AM,1,,,,,,,,,,,,,,,,,,,,,
Laird Clark,Smith and Co.,+1 (984) 863-6562,5139 Jefferson Parkway South,Fort Wayne,IN,46802,Midwest," 160,905 ",6/28/18,5:04 PM,3,,,,,,,,,,,,,,,,,,,,,
Indra Mcclelland,U.S. Robotics and Mechanical Men,+1 (225) 943-3243,8130 Church Court,St. Louis,MO,63101,Midwest," 160,796 ",8/8/18,5:34 PM,2,,,,,,,,,,,,,,,,,,,,,
Mahina Skinner,Slate Rock and Gravel Company,+1 (340) 913-7737,1267 Walnut Court South,Carlsbad,CA,92008,West," 160,674 ",9/24/18,9:40 PM,8,,,,,,,,,,,,,,,,,,,,,
Noble Mcmahan,Mishima Zaibatsu,+1 (195) 582-6354,8888 Fifth Canal,Lincoln,NE,68502,Midwest," 160,607 ",4/19/19,3:21 PM,3,,,,,,,,,,,,,,,,,,,,,
Talia Crowe,Judgment Six,+1 (920) 940-9501,2445 Chestnut Boulevard SW,Lubbock,TX,79401,Southwest," 160,530 ",2/25/20,12:11 PM,3,,,,,,,,,,,,,,,,,,,,,
Maricela Morrissey,Contoso Corporation,+1 (356) 221-9799,2983 Hill Park NE,Clarksville,TN,37040,Southeast," 160,503 ",12/4/19,4:08 AM,3,,,,,,,,,,,,,,,,,,,,,
Pierre Marvin,Sto Plains Holdings,+1 (635) 161-0098,3987 Water Circle,Provo,UT,84601,West," 160,348 ",10/29/16,10:49 PM,5,,,,,,,,,,,,,,,,,,,,,
Kenny Thornhill,Fake Brothers,+1 (290) 045-7537,5129 Elm Loop,San Jose,CA,95110,West," 160,309 ",2/11/15,10:19 PM,3,,,,,,,,,,,,,,,,,,,,,
Chaim Teal,TranCon Airways,+1 (624) 494-6685,5378 Elm Park,Raleigh,NC,27601,Southeast," 160,167 ",4/1/18,11:24 AM,5,,,,,,,,,,,,,,,,,,,,,
Fritzi Weis,Sudden Pacific Railroad,+1 (551) 837-4638,6707 Seventh Street SW,Chattanooga,TN,37402,Southeast," 160,057 ",10/2/18,12:37 AM,1,,,,,,,,,,,,,,,,,,,,,
Britney Glass,Parrish Communications,+1 (561) 129-4938,31 Mill Drive,Reno,NV,89501,West," 159,937 ",5/17/20,9:34 AM,3,,,,,,,,,,,,,,,,,,,,,
Edgardo Danner,Global Airways,+1 (934) 379-1318,1457 Park Terrace NW,Fresno,CA,93701,West," 159,720 ",1/9/20,4:14 AM,5,,,,,,,,,,,,,,,,,,,,,
Gael Dunaway,Sample Inc.,+1 (984) 433-1770,2946 Ninth Canal,Hampton,VA,23651,Southeast," 159,487 ",4/29/19,11:41 AM,3,,,,,,,,,,,,,,,,,,,,,
Wynona Stanford,Blarg Factory,+1 (175) 363-2542,5751 Seventh Crescent East,Grand Rapids,MI,49503,Midwest," 159,269 ",2/16/18,5:20 AM,6,,,,,,,,,,,,,,,,,,,,,
Daniela Brownlee,Trans Continental Airlines,+1 (917) 219-0590,2961 Lincoln Alley SW,Springfield,MO,65802,Midwest," 159,182 ",1/22/20,5:37 AM,1,,,,,,,,,,,,,,,,,,,,,
Barak Singer,Universal Exports,+1 (378) 800-9896,1227 Maple Cove NW,Saint Paul,MN,55101,Midwest," 158,859 ",6/26/15,7:11 PM,2,,,,,,,,,,,,,,,,,,,,,
Aldan Moreno,NorthAm Robotics,+1 (687) 986-7136,3491 Adams Cove SE,Bakersfield,CA,93301,West," 158,565 ",7/20/19,5:18 AM,3,,,,,,,,,,,,,,,,,,,,,
Kelsi Steinberg,Atlantic International Airlines,+1 (026) 103-3473,6936 Washington Row,Peoria,IL,61602,Midwest," 158,486 ",6/28/19,3:26 AM,6,,,,,,,,,,,,,,,,,,,,,
Elayne Hurt,Demo Inc.,+1 (017) 687-1758,3243 Church Avenue,Plano,TX,75023,Southwest," 158,398 ",10/24/17,12:34 AM,8,,,,,,,,,,,,,,,,,,,,,
Isaias Council,Sudden Pacific Railroad,+1 (077) 470-8705,7111 Chestnut Avenue East,Honolulu,HI,96813,West," 158,158 ",11/9/17,12:08 AM,3,,,,,,,,,,,,,,,,,,,,,
Rory Sweet,Zevo Toys,+1 (542) 307-5383,4344 Main Park,Everett,WA,98201,West," 158,090 ",5/24/19,7:12 AM,9,,,,,,,,,,,,,,,,,,,,,
Buffy Contreras,Ewing Oil,+1 (155) 521-4861,952 Central Way,Glendale,AZ,85301,Southwest," 157,731 ",2/4/18,9:07 AM,3,,,,,,,,,,,,,,,,,,,,,
Inara Weeks,Galaxy Corp,+1 (280) 983-0220,7225 Third Canal NE,Moreno Valley,CA,92553,West," 157,485 ",6/7/19,11:08 PM,5,,,,,,,,,,,,,,,,,,,,,
Latanya Klinger,Soar Airlines,+1 (278) 201-9889,7199 Water Circle,Los Angeles,CA,90001,West," 157,396 ",3/20/15,8:54 AM,5,,,,,,,,,,,,,,,,,,,,,
Janiya Gutierrez,The Dot Grill,+1 (992) 368-0514,1964 Valley Park,Providence,RI,02903,Northeast," 157,254 ",8/6/15,10:26 AM,2,,,,,,,,,,,,,,,,,,,,,
Malia Ferraro,Massive Dynamic,+1 (043) 923-4556,9325 Washington Loop,Virginia Beach,VA,23451,Southeast," 156,979 ",12/21/20,10:01 AM,7,,,,,,,,,,,,,,,,,,,,,
Clayton Montalvo,Trade Federation,+1 (769) 424-8513,1474 Main Way,Little Rock,AR,72201,Southeast," 156,746 ",4/12/20,12:37 AM,1,,,,,,,,,,,,,,,,,,,,,
Emerson Ault,General Services Corporation,+1 (100) 939-5990,28 Spring Park NW,Tucson,AZ,85701,Southwest," 156,660 ",6/3/19,3:12 PM,1,,,,,,,,,,,,,,,,,,,,,
Lovie Mcclain,Bad Wolf Corporation,+1 (642) 141-5724,5834 Chestnut Way SE,Columbus,GA,31901,Southeast," 156,284 ",10/29/16,4:45 PM,5,,,,,,,,,,,,,,,,,,,,,
William Avery,Gadgetron,+1 (808) 921-7009,6061 Washington Park NW,Fullerton,CA,92631,West," 156,062 ",4/17/15,8:32 PM,1,,,,,,,,,,,,,,,,,,,,,
Isabis Falk,Benthic Petroleum,+1 (962) 772-1496,4602 Broad Court,Glendale,AZ,85301,Southwest," 156,016 ",1/1/19,11:49 AM,3,,,,,,,,,,,,,,,,,,,,,
Brigitte Beasley,Videlectrix,+1 (805) 246-9052,1132 Second Parkway,Peoria,IL,61602,Midwest," 155,908 ",4/13/15,3:16 PM,6,,,,,,,,,,,,,,,,,,,,,
Margaret Trimble,Leeding Engines Ltd.,+1 (505) 180-9432,4878 Union Crescent SE,Lansing,MI,48906,Midwest," 155,788 ",6/10/18,2:01 AM,8,,,,,,,,,,,,,,,,,,,,,
Jace Slayton,Kumatsu Motors,+1 (163) 010-6050,5077 Fourth Place SW,Richmond,CA,94801,West," 155,728 ",10/28/18,6:44 PM,6,,,,,,,,,,,,,,,,,,,,,
Feng Lockett,Powell Motors,+1 (800) 131-2118,872 Market Boulevard SW,New Haven,CT,06510,Northeast," 155,618 ",5/12/16,4:02 AM,8,,,,,,,,,,,,,,,,,,,,,
Doretha Nunes,Trans United Airways,+1 (715) 822-2001,4427 Maple Place North,Montgomery,AL,36104,Southeast," 155,545 ",1/8/16,12:18 AM,7,,,,,,,,,,,,,,,,,,,,,
Natesa Donahue,Flowers By Irene,+1 (212) 360-5652,103 Maple Drive East,Mesa,AZ,85201,Southwest," 155,523 ",12/8/17,10:36 PM,5,,,,,,,,,,,,,,,,,,,,,
Kingsley Hein,Keedsler Motors,+1 (937) 288-3437,4401 Sixth Cove,Worcester,MA,01602,Northeast," 155,306 ",4/23/16,12:09 AM,3,,,,,,,,,,,,,,,,,,,,,
Giacomo Purcell,Queen Industries,+1 (456) 616-3332,540 View Parkway,Costa Mesa,CA,92626,West," 155,263 ",7/16/19,1:18 AM,6,,,,,,,,,,,,,,,,,,,,,
Ailani Mooney,Trans Global Airlines,+1 (568) 573-4536,8635 Walnut Freeway SE,Rochester,MN,55901,Midwest," 155,000 ",8/1/16,3:08 AM,8,,,,,,,,,,,,,,,,,,,,,
Meade Drayton,Chez Quis,+1 (202) 416-7559,6304 Market Lane,Huntington Beach,CA,92646,West," 154,996 ",1/13/17,11:44 AM,3,,,,,,,,,,,,,,,,,,,,,
Leigh Rutherford,Global Airways,+1 (287) 440-3411,60 Cedar Circle NW,Overland Park,KS,66204,Midwest," 154,470 ",11/24/19,3:54 PM,3,,,,,,,,,,,,,,,,,,,,,
Jaydin Layton,Globo-Chem,+1 (271) 858-1002,5179 Jefferson Drive West,Indianapolis,IN,46201,Midwest," 154,406 ",11/27/17,8:22 AM,5,,,,,,,,,,,,,,,,,,,,,
Jaylin Manzo,Zorin Industries,+1 (076) 633-7791,4789 Spring Parkway,Alexandria,VA,22301,Southeast," 154,106 ",3/4/18,12:24 PM,1,,,,,,,,,,,,,,,,,,,,,
Kirima Calabrese,Virtucon,+1 (939) 432-6481,2028 Central Way SE,Santa Ana,CA,92701,West," 153,968 ",10/25/16,7:13 AM,5,,,,,,,,,,,,,,,,,,,,,
Damon Conn,Gringotts,+1 (977) 057-0573,7178 Oak Loop South,Pueblo,CO,81001,West," 153,883 ",8/20/18,12:08 AM,2,,,,,,,,,,,,,,,,,,,,,
Estella Bello,Globo Gym American Corp,+1 (309) 342-1154,4988 Second Cove,Tampa,FL,33602,Southeast," 153,830 ",4/1/18,12:25 AM,3,,,,,,,,,,,,,,,,,,,,,
Davan Fonseca,The Dot Grill,+1 (300) 642-1453,3158 Main Road SE,Cary,NC,27511,Southeast," 153,777 ",10/6/20,10:29 AM,1,,,,,,,,,,,,,,,,,,,,,
Merric Pritchard,Axis Chemical Co.,+1 (121) 197-6097,5747 Valley Road,Antioch,CA,94509,West," 153,641 ",7/12/19,10:35 PM,3,,,,,,,,,,,,,,,,,,,,,
Aileen Matteson,The Queen Victoria,+1 (916) 279-3320,2477 Fourth Cove,New York,NY,10001,Northeast," 153,598 ",6/26/18,5:02 AM,6,,,,,,,,,,,,,,,,,,,,,
Berniece Kingsley,Benthic Petroleum,+1 (100) 568-5176,3748 Valley Circle NE,Louisville,KY,40202,Southeast," 153,443 ",11/1/15,8:55 AM,5,,,,,,,,,,,,,,,,,,,,,
Faolan Snider,Ankh-Sto Associates,+1 (877) 110-8863,5988 Church Alley,Brownsville,TX,78520,Southwest," 153,196 ",3/7/15,5:21 PM,5,,,,,,,,,,,,,,,,,,,,,
Argus Lanham,General Services Corporation,+1 (650) 725-8670,6761 Chestnut Lane,Jacksonville,FL,32202,Southeast," 153,127 ",4/23/18,1:14 AM,5,,,,,,,,,,,,,,,,,,,,,
Darrell Padgett,Charles Townsend Agency,+1 (578) 493-8484,8926 Park Terrace NE,Lubbock,TX,79401,Southwest," 153,008 ",1/23/19,9:07 AM,3,,,,,,,,,,,,,,,,,,,,,
Howin Cushman,Zorg Industries,+1 (134) 902-8933,9971 Walnut Cove,Toledo,OH,43602,Midwest," 152,934 ",1/23/19,9:27 PM,2,,,,,,,,,,,,,,,,,,,,,
Montgomery Paz,McMahon and Tate,+1 (702) 918-9256,5598 Adams Row SE,Miramar,FL,33023,Southeast," 152,919 ",3/22/20,2:43 AM,3,,,,,,,,,,,,,,,,,,,,,
Jazlynn Babin,Minco,+1 (274) 841-5529,7286 Cedar Court,Oakland,CA,94601,West," 152,913 ",11/1/18,6:46 AM,8,,,,,,,,,,,,,,,,,,,,,
Oneal Mckinley,Globo Gym American Corp,+1 (848) 184-3356,1064 Grove Court SW,Antioch,CA,94509,West," 152,854 ",9/21/19,4:27 PM,3,,,,,,,,,,,,,,,,,,,,,
Britany Strunk,BLAND Corporation,+1 (366) 861-9198,2664 Park Circle SE,Hampton,VA,23651,Southeast," 152,801 ",11/2/18,7:47 AM,2,,,,,,,,,,,,,,,,,,,,,
Raina Maddox,Petrox Oil Company,+1 (490) 668-8993,6210 Jefferson Loop NE,Columbia,MO,65201,Midwest," 152,744 ",12/15/16,8:51 AM,8,,,,,,,,,,,,,,,,,,,,,
Atara Holbrook,Ajax Corporation,+1 (544) 535-2151,6843 Seventh Court North,Chicago,IL,60601,Midwest," 152,513 ",9/21/18,12:25 PM,3,,,,,,,,,,,,,,,,,,,,,
Louie Bonds,Quantum Airlines,+1 (798) 447-8951,3305 Broad Court West,Colorado Springs,CO,80903,West," 152,311 ",8/7/19,6:12 PM,5,,,,,,,,,,,,,,,,,,,,,
Jaunita Money,Vandelay Industries,+1 (684) 051-5401,5705 Spring Way North,Augusta,GA,30901,Southeast," 152,257 ",1/22/16,5:21 AM,4,,,,,,,,,,,,,,,,,,,,,
Dell Scruggs,Chez Quis,+1 (757) 579-6554,4409 First Alley,Fremont,CA,94536,West," 152,199 ",9/26/18,3:17 PM,2,,,,,,,,,,,,,,,,,,,,,
Liseli Mcneil,U.S. Robotics and Mechanical Men,+1 (664) 766-3034,7285 Church Place,Wilmington,NC,28403,Southeast," 151,970 ",3/18/18,7:57 PM,2,,,,,,,,,,,,,,,,,,,,,
Sharon Emerson,General Forge and Foundry,+1 (306) 450-1753,9858 Lincoln Court,Boston,MA,02108,Northeast," 151,915 ",8/2/17,2:43 AM,5,,,,,,,,,,,,,,,,,,,,,
Eloise Searcy,SpringShield,+1 (164) 258-4180,2130 Walnut Cove,Waterbury,CT,06706,Northeast," 151,658 ",4/30/19,3:55 AM,9,,,,,,,,,,,,,,,,,,,,,
Lois Sena,The Hanso Foundation,+1 (766) 910-1395,3055 Ninth Boulevard SW,Stockton,CA,95202,West," 151,361 ",9/18/16,6:43 AM,2,,,,,,,,,,,,,,,,,,,,,
Minnie Wynne,Water and Power,+1 (915) 727-7810,8514 Fourth Circle SE,Rochester,NY,14604,Northeast," 151,212 ",5/16/20,9:47 PM,3,,,,,,,,,,,,,,,,,,,,,
Shaun Sams,Incom Corporation,+1 (244) 807-5305,9559 Main Park East,Tampa,FL,33602,Southeast," 150,964 ",6/20/16,5:47 PM,4,,,,,,,,,,,,,,,,,,,,,
Dutch Creel,Extensive Enterprise,+1 (708) 233-7939,5581 Church Park West,Santa Clara,CA,95050,West," 150,785 ",2/9/19,7:21 PM,3,,,,,,,,,,,,,,,,,,,,,
Adrien Garner,General Services Corporation,+1 (083) 859-0409,6170 Fifth Row,Anchorage,AK,99501,Southeast," 150,683 ",5/14/20,12:16 AM,3,,,,,,,,,,,,,,,,,,,,,
Penelope Blunt,Videlectrix,+1 (899) 542-6004,517 Mill Place SE,Norfolk,VA,23502,Southeast," 150,440 ",5/9/15,5:28 PM,1,,,,,,,,,,,,,,,,,,,,,
Andra Garrison,Sombra Corporation,+1 (789) 995-2413,4862 Main Lane NW,Little Rock,AR,72201,Southeast," 150,412 ",12/30/20,3:02 AM,5,,,,,,,,,,,,,,,,,,,,,
Carlie Moran,TranCon Airways,+1 (323) 153-9342,2196 Adams Parkway,West Jordan,UT,84084,West," 150,364 ",9/25/15,11:16 PM,2,,,,,,,,,,,,,,,,,,,,,
Kanoni Saxon,General Products,+1 (556) 007-5244,4288 Market Avenue,Waterbury,CT,06706,Northeast," 149,903 ",6/13/17,8:06 PM,3,,,,,,,,,,,,,,,,,,,,,
Arthur Fredericks,Globo Gym American Corp,+1 (775) 190-2060,7669 Third Canal NE,Arvada,CO,80002,West," 149,830 ",7/1/15,5:38 PM,2,,,,,,,,,,,,,,,,,,,,,
Shaun Provost,Universal Exports,+1 (344) 667-5938,4156 Eighth Loop,Gainesville,FL,32601,Southeast," 149,746 ",12/12/19,6:58 PM,3,,,,,,,,,,,,,,,,,,,,,
Lazaro Jean,Acme Corp,+1 (451) 691-2977,1744 Valley Way East,Mesquite,TX,75149,Southwest," 149,604 ",4/29/15,5:47 PM,2,,,,,,,,,,,,,,,,,,,,,
Alcyone Ybarra,Culdee Fell Railway,+1 (667) 035-9794,9170 Cherry Place SE,Oklahoma City,OK,73102,Southwest," 149,562 ",11/26/17,5:55 AM,5,,,,,,,,,,,,,,,,,,,,,
Justice Gilley,Globex Corporation,+1 (860) 342-7752,8630 Grove Court NW,Rancho Cucamonga,CA,91730,West," 149,329 ",11/7/17,9:44 PM,1,,,,,,,,,,,,,,,,,,,,,
Chilton Hoke,Buy and Large Corporation,+1 (479) 242-3007,8738 Eighth Way NW,Topeka,KS,66603,Midwest," 149,274 ",9/28/17,2:13 AM,8,,,,,,,,,,,,,,,,,,,,,
Katima Mclaughlin,Massive Dynamic,+1 (322) 234-7724,1704 Fourth Parkway,Sioux Falls,SD,57102,Midwest," 149,137 ",11/26/18,2:56 AM,4,,,,,,,,,,,,,,,,,,,,,
Josiah Riddle,Demo Inc.,+1 (551) 845-1643,4910 Hill Drive,Allentown,PA,18101,Northeast," 149,020 ",5/22/18,5:36 PM,1,,,,,,,,,,,,,,,,,,,,,
Patti Barton,Ewing Oil,+1 (722) 794-4299,1454 Hill Road West,Warren,MI,48089,Midwest," 149,005 ",7/2/18,11:32 AM,8,,,,,,,,,,,,,,,,,,,,,
Brenna Sides,Videlectrix,+1 (488) 745-3938,8114 Grove Parkway SE,Seattle,WA,98101,West," 148,968 ",5/31/19,11:58 PM,3,,,,,,,,,,,,,,,,,,,,,
Jihan Boswell,Trans Global Airlines,+1 (960) 819-8816,3667 Broad Court North,Rockford,IL,61101,Midwest," 148,579 ",2/14/15,3:27 PM,1,,,,,,,,,,,,,,,,,,,,,
Kylie Whitmire,Universal Exports,+1 (252) 871-3869,3241 Second Place,New York,NY,10001,Northeast," 148,569 ",4/26/19,11:52 PM,6,,,,,,,,,,,,,,,,,,,,,
Lei Stjohn,Ace Tomato Company,+1 (401) 877-2597,9475 Eighth Lane,Chattanooga,TN,37402,Southeast," 148,218 ",12/31/15,10:07 PM,1,,,,,,,,,,,,,,,,,,,,,
Laci Brinkman,Sudden Pacific Railroad,+1 (033) 170-8819,493 Market Drive NW,Aurora,IL,60504,Midwest," 147,939 ",3/4/17,6:02 PM,1,,,,,,,,,,,,,,,,,,,,,
Salvador Herrmann,PediaCorp,+1 (798) 515-4772,7912 Ninth Drive SW,San Jose,CA,95110,West," 147,801 ",8/15/19,2:16 PM,3,,,,,,,,,,,,,,,,,,,,,
Dovie Byers,Petrox Oil Company,+1 (596) 145-6476,7128 Elm Way SW,Carlsbad,CA,92008,West," 147,786 ",5/17/15,7:42 PM,3,,,,,,,,,,,,,,,,,,,,,
Mita Taggart,Uplink Corporation,+1 (866) 870-2956,4742 Oak Court,Allentown,PA,18101,Northeast," 147,518 ",7/23/15,8:19 PM,3,,,,,,,,,,,,,,,,,,,,,
Lawson Newsom,Rossum Corporation,+1 (060) 351-1798,5559 Fourth Street West,Inglewood,CA,90301,West," 147,054 ",7/19/15,12:39 AM,5,,,,,,,,,,,,,,,,,,,,,
Merton Crowder,Input Inc.,+1 (311) 003-5692,7410 Washington Boulevard South,Vallejo,CA,94590,West," 146,843 ",11/2/19,9:48 PM,9,,,,,,,,,,,,,,,,,,,,,
Heather Murray,Sixty Second Avenue,+1 (565) 645-4291,9544 Spring Street SE,Oakland,CA,94601,West," 146,751 ",12/30/19,1:19 AM,2,,,,,,,,,,,,,,,,,,,,,
Adita Gardner,Rossum Corporation,+1 (358) 238-3593,8212 Union Place,Wichita Falls,TX,76301,Southwest," 146,367 ",4/21/18,5:08 AM,3,,,,,,,,,,,,,,,,,,,,,
Dorcas Brubaker,Roxxon,+1 (656) 770-7883,1158 Chestnut Lane South,Arvada,CO,80002,West," 146,173 ",10/15/15,7:00 PM,5,,,,,,,,,,,,,,,,,,,,,
Sal Whitcomb,Western Gas & Electric,+1 (152) 597-7441,5448 Mill Street North,Sacramento,CA,95814,West," 146,139 ",7/9/17,2:07 PM,3,,,,,,,,,,,,,,,,,,,,,
Eris Silverman,QWERTY Logistics,+1 (297) 331-2864,8545 Seventh Row South,Richmond,CA,94801,West," 145,944 ",5/1/16,3:24 AM,1,,,,,,,,,,,,,,,,,,,,,
Terrence Garris,Union Aerospace Corporation,+1 (968) 325-0950,9123 Water Park SE,St. Louis,MO,63101,Midwest," 145,799 ",11/12/16,4:00 PM,8,,,,,,,,,,,,,,,,,,,,,
Lei Chance,Buy and Large Corporation,+1 (367) 469-3281,2810 Pine Canal East,Shreveport,LA,71101,Southeast," 145,754 ",11/1/17,3:46 AM,6,,,,,,,,,,,,,,,,,,,,,
Katelin Rapp,Extensive Enterprise,+1 (039) 392-3096,1521 Valley Boulevard,Fort Collins,CO,80521,West," 145,696 ",1/12/17,12:43 PM,6,,,,,,,,,,,,,,,,,,,,,
Colin Armstrong,Thrift Bank,+1 (005) 372-3637,3370 Cherry Parkway North,Jackson,MS,39201,Southeast," 145,467 ",6/29/15,9:33 PM,2,,,,,,,,,,,,,,,,,,,,,
Chauncey Mcadams,Springfield Nuclear Power Plant,+1 (789) 601-7937,3590 Fifth Loop West,Denton,TX,76201,Southwest," 145,416 ",11/2/18,1:54 PM,1,,,,,,,,,,,,,,,,,,,,,
Itzel Tobin,Contoso Corporation,+1 (893) 764-1252,4404 Fifth Parkway West,Jacksonville,FL,32202,Southeast," 145,111 ",12/3/18,6:15 AM,8,,,,,,,,,,,,,,,,,,,,,
Zachariah Crouse,Vandelay Industries,+1 (972) 810-5765,2022 Cedar Drive,Tacoma,WA,98402,West," 145,003 ",1/4/18,5:40 AM,3,,,,,,,,,,,,,,,,,,,,,
Dawson Judkins,SpringShield,+1 (565) 168-0403,7641 Market Lane NW,Fort Worth,TX,76102,Southwest," 144,912 ",11/18/19,8:08 AM,8,,,,,,,,,,,,,,,,,,,,,
Franklin Dugas,Queen Industries,+1 (269) 821-7180,2557 Valley Boulevard,Baton Rouge,LA,70801,Southeast," 144,761 ",6/22/16,2:49 AM,8,,,,,,,,,,,,,,,,,,,,,
Julian Cothran,Big Belly Burger,+1 (836) 216-5582,8318 Washington Place North,Tempe,AZ,85281,Southwest," 144,633 ",3/10/16,11:46 PM,5,,,,,,,,,,,,,,,,,,,,,
Patrick Harden,Water and Power,+1 (323) 300-5471,9901 Third Loop,Waco,TX,76701,Southwest," 144,603 ",7/28/17,5:22 PM,2,,,,,,,,,,,,,,,,,,,,,
Evelin Saxton,Blammo Corp,+1 (101) 744-7025,7283 Church Parkway,West Covina,CA,91790,West," 144,494 ",9/27/18,2:04 PM,8,,,,,,,,,,,,,,,,,,,,,
Alpha Burnham,Quantum Airlines,+1 (910) 363-3229,3488 Cherry Avenue,Naperville,IL,60540,Midwest," 144,142 ",10/29/19,10:43 AM,2,,,,,,,,,,,,,,,,,,,,,
Gillian Pearce,Primatech,+1 (705) 695-2978,3465 Washington Cove,Anchorage,AK,99501,Southeast," 144,106 ",4/15/18,12:00 AM,1,,,,,,,,,,,,,,,,,,,,,
Cedric Haines,Sixty Second Avenue,+1 (888) 189-8179,9747 Ninth Canal NW,Akron,OH,44301,Midwest," 144,105 ",4/19/19,1:31 PM,7,,,,,,,,,,,,,,,,,,,,,
Bryana Troutman,Gadgetron,+1 (876) 786-5896,6687 Washington Street SW,Alexandria,VA,22301,Southeast," 144,078 ",3/10/16,8:09 PM,3,,,,,,,,,,,,,,,,,,,,,
